Order #,Order Date,Item Id,Item,Category,Quantity,Item Price,Item End Time,Payment Date,Payment Amount,Tracking #,Tax,Additional Fee,Shipping Price,Handling Price,Donation,Shipped Date,Seller
61078698,3/10/2026,257306182,Westerner Leather Tool Belt,Tools,1,$6.99,3/9/2026,3/10/2026,$128.68,889652155021	,$0.00,$0.00,$16.06,$0.00,$0.00,3/16/2026,"Goodwill Industries of West Michigan, Inc."
61078784,3/10/2026,257511645,Universal Studios Collectible Interactive Wand: Wizarding World Of Harry Potter,Collectibles,1,$11.99,3/9/2026,3/17/2026,$25.12,399805257355	,$0.00,$0.00,$13.13,$0.00,$0.00,3/20/2026,Goodwill of Greater Washington D.C. -VA
61243409,3/17/2026,257336089,Red Hobbit Graphic T-Shirt - The Traveling Company Design - Medium,Clothing > Men's Clothing > Shirts > Size M,1,$9.99,3/10/2026,3/17/2026,$20.14,9400109105114685575906	,$0.00,$0.00,$8.16,$1.99,$0.00,3/18/2026,Falls Creek NCPA
61243426,3/17/2026,257405998,Metal Polyhedral Dice Set with Revolver Style Case,Crafts & Hobbies,1,$34.97,3/9/2026,3/17/2026,$39.92,399955550540	,$0.00,$0.00,$0.01,$4.94,$0.00,3/25/2026,Goodwill - West Texas
61243453,3/17/2026,257288062,NWT Dolls Kill x Horror IT Pennywise Clown Platform Boots,Clothing > Women's Clothing > Shoes Women's > Size 10,1,$53.99,3/9/2026,3/17/2026,$67.21,399744394688	,$0.00,$0.00,$11.23,$1.99,$0.00,3/18/2026,"Goodwill Industries of Arkansas, Inc."
61243556,3/17/2026,257346164,La Perla Corset Butler Blazer Women's Size 8 with Tags,Clothing > Women's Clothing > Blazers > Size 8,1,$332.00,3/9/2026,3/17/2026,$382.63,399789681843	,$0.00,$0.00,$23.65,$5.98,$0.00,3/20/2026,Goodwill of Central & Southern Indiana
61243556,3/17/2026,257354964,Harry Potter Sirius Black and Death Eater Wands with Map,Toys/Dolls/Games > Toys,1,$21.00,3/11/2026,3/17/2026,$382.63,399789681843	,$0.00,$0.00,$23.65,$5.98,$0.00,3/20/2026,Goodwill of Central & Southern Indiana
61243925,3/17/2026,257285585,SS 925 Vintage Signed HAN Sterling Celestial Sun & Moon Thick Band Ring - 8,Jewelry & Gemstones > Rings,1,$16.00,3/9/2026,3/17/2026,$28.87,889735825110	,$0.00,$0.00,$9.88,$2.99,$0.00,3/18/2026,Goodwill Industries of Kentucky
61243960,3/17/2026,257389335,Vintage L Frank Baum Random House Reilly Lee Wizard Of Oz Books,Books > Antique/Collectible,1,$24.00,3/10/2026,3/17/2026,$68.14,399777280051	,$0.00,$0.00,$11.26,$4.00,$0.00,3/19/2026,Goodwill Industries of New Mexico
61243960,3/17/2026,257709142,Green Witch Oracle Tarot Card Deck Divination Wooden Box Gemstones Collectible,Collectibles,1,$28.88,3/13/2026,3/17/2026,$68.14,399777280051	,$0.00,$0.00,$11.26,$4.00,$0.00,3/19/2026,Goodwill Industries of New Mexico
61243989,3/17/2026,257281301,Wizards Of The Coast Dungeon And Dragons Campaign Creature And Terrain Kits,Toys/Dolls/Games > Games,1,$26.88,3/9/2026,3/17/2026,$44.94,380030987759	,$0.00,$0.00,$16.06,$2.00,$0.00,3/28/2026,Goodwill Industries of Northwest Ohio
61244031,3/17/2026,257191930,2 HeroQuest Quest Packs - Rise of the Dread Moon & Prophecy of Telor,Toys/Dolls/Games > Games,1,$36.11,3/9/2026,3/17/2026,$47.78,495575076317	,$0.00,$0.00,$9.67,$2.00,$0.00,3/23/2026,Goodwill Industries of the Columbia Willamette
61244050,3/17/2026,257192211,HeroQuest Game System: First Light and Crypt of Perpetual Darkness Expansion Set,Toys/Dolls/Games > Games,1,$66.00,3/9/2026,3/17/2026,$77.90,495575076420	,$0.00,$0.00,$9.90,$2.00,$0.00,3/23/2026,Goodwill Industries of the Columbia Willamette
61244083,3/17/2026,257478916,Paladone Harry Potter Golden Snitch Bell Jar Light Decor,Collectibles,1,$9.99,3/9/2026,3/17/2026,$26.28,889775816829	,$0.00,$0.00,$12.79,$3.50,$0.00,3/19/2026,Goodwill of Greater Grand Rapids
61244150,3/17/2026,256937021,Enny Bros Company Black Felt Cowboy Hat Size 7 Style Waco,Sports > Sporting Equipment > Dance,1,$9.99,3/7/2026,3/17/2026,$23.89,889831485431	,$0.00,$0.00,$11.40,$2.50,$0.00,3/20/2026,Goodwill of Orange County
61244190,3/17/2026,257573759,Vintage Westclox Pocket Watch Mechanical Wind-up W/ Fob & Box,Miscellaneous > Pocket Knives,1,$23.00,3/10/2026,3/17/2026,$35.94,399763894871	,$0.00,$0.00,$10.94,$2.00,$0.00,3/19/2026,"Goodwill Industries of Central Illinois, Inc."
61244206,3/17/2026,257614651,The Wizarding World of Harry Potter - Harry Potter's Wand,Collectibles,1,$6.26,3/10/2026,3/17/2026,$20.13,399737305033	,$0.00,$0.00,$9.88,$3.99,$0.00,3/18/2026,"Goodwill Industries of Central North Carolina, Inc."
61244230,3/17/2026,257466657,Dungeons & Dragons Starter Set - Stranger Things Edition (Factory Sealed),Toys/Dolls/Games > Games,1,$51.00,3/12/2026,3/18/2026,$64.34,399800904760	,$0.00,$0.00,$11.34,$2.00,$0.00,3/20/2026,Ohio Valley Goodwill Industries
61281862,3/18/2026,257676476,Universal Studios Harry Potter Professor Severus Snape's Wand-Open Box,Collectibles,1,$11.00,3/11/2026,3/18/2026,$24.43,399796870534	,$0.00,$0.00,$10.43,$3.00,$0.00,3/20/2026,"Goodwill Industries of Michiana, Inc."
61281915,3/18/2026,257706978,Grab Bag Lot of Assorted Gaming Dice,Gaming Systems & Games,1,$19.25,3/14/2026,3/18/2026,$31.03,441366761931	,$0.00,$0.00,$8.78,$3.00,$0.00,3/20/2026,Goodwill Industries of the Inland Northwest
61281978,3/18/2026,257676159,Leather Bound Evil Eye Journal,Crafts & Hobbies > Art Supplies,1,$25.99,3/11/2026,3/18/2026,$39.18,399776548028	,$0.00,$0.00,$10.20,$2.99,$0.00,3/19/2026,Goodwill of Colorado
61282007,3/18/2026,257559732,Assorted Dice & Dice Bag Bundle,Collectibles,1,$20.99,3/12/2026,3/18/2026,$36.36,889817005418	,$0.00,$0.00,$11.38,$3.99,$0.00,3/20/2026,Goodwill of North Central Wisconsin
61282044,3/18/2026,257456946,SEALED LEGO Games The Hobbit an Unexpected Journey 3920 Game Set,Toys/Dolls/Games > Games,1,$29.00,3/11/2026,3/18/2026,$43.13,399797955062	,$0.00,$0.00,$12.13,$2.00,$0.00,3/20/2026,Goodwill of Southwestern Pennsylvania
61282097,3/18/2026,257366651,Demonia Glitter Platform Boots with Red Handles,Clothing > Women's Clothing > Shoes Women's,1,$49.99,3/11/2026,3/18/2026,$74.95,517399644936	,$0.00,$0.00,$0.02,$0.00,$0.00,3/23/2026,Goodwill of the Olympics and Rainier Region
61282097,3/18/2026,257547223,"J.R.R. Tolkien Book Collection: The Hobbit, The Lord of the Rings, The Silmarill",Books > Fiction > Fantasy,1,$24.94,3/12/2026,3/18/2026,$74.95,517399644936	,$0.00,$0.00,$0.02,$0.00,$0.00,3/23/2026,Goodwill of the Olympics and Rainier Region
61282188,3/18/2026,257399913,Lot Of 3 Vintage 1980's Dungeons & Dragons Books,Books > Fiction > Fantasy,1,$27.00,3/10/2026,3/18/2026,$38.80,399774454841	,$0.00,$0.00,$8.80,$3.00,$0.00,3/19/2026,Goodwill Industries of the Redwood Empire
61282217,3/18/2026,257624455,Ghost Busters Jacket Size- Men's Medium,Clothing > Men's Clothing,1,$13.00,3/10/2026,3/18/2026,$27.33,889811114347	,$0.00,$0.00,$11.34,$2.99,$0.00,3/20/2026,Goodwill Industries of the Summit
61282244,3/18/2026,257446343,Warhammer Age of Sigmar Helsmiths of Hashut Hardcover Book 2025 Games Workshop,Toys/Dolls/Games > Games,1,$16.00,3/11/2026,3/18/2026,$27.34,889942832050	,$0.00,$0.00,$11.34,$0.00,$0.00,3/24/2026,"Goodwill Industries of West Michigan, Inc."
61282283,3/18/2026,257413802,Ollivanders Interactive Wand From Wizarding World Of Harry Potter Franchise,Collectibles,1,$11.99,3/10/2026,3/18/2026,$26.23,399825064982	,$0.00,$0.00,$10.74,$3.50,$0.00,3/21/2026,Goodwill of Central & Northern Arizona
61282418,3/18/2026,257588968,The Hobbit & The Lord of the Rings Trilogy Faux Leather Binding by J.R.R Tolkien,Books,1,$16.55,3/10/2026,3/18/2026,$30.29,889894210660	,$0.00,$0.00,$10.74,$3.00,$0.00,3/23/2026,Goodwill of Central Iowa
61282461,3/18/2026,257651679,Vintage Tsr Roleplaying Sourcebooks Dungeons & Dragons + Marvel + Gamma World,Toys/Dolls/Games > Games,1,$73.55,3/13/2026,3/18/2026,$89.88,399822092398	,$0.00,$0.00,$13.34,$2.99,$0.00,3/21/2026,Goodwill-Easter Seals MN
61282493,3/18/2026,257585010,NWT Women's Story On Burgundy Faux Leather Corset Crop Top Size - S,Clothing > Women's Clothing,1,$23.99,3/12/2026,3/18/2026,$24.00,399869858602	,$0.00,$0.00,$0.01,$0.00,$0.00,3/23/2026,Goodwill Keystone Area - Reading
61282511,3/18/2026,257587874,Boho Whimsigothic Eclectic Artsy Folk Bulk Reseller Wholesale Clothing Lot 11lbs,Clothing,1,$31.00,3/12/2026,3/18/2026,$47.99,889778175092	,$0.00,$0.00,$14.99,$2.00,$0.00,3/19/2026,Goodwill Industries of Northern Illinois
61282564,3/18/2026,257597585,Lot of 13 Magic the Gathering 20 Sided Dice Mtg,Toys/Dolls/Games > Games,1,$25.00,3/12/2026,3/18/2026,$33.80,9400136208303476731641	,$0.00,$0.00,$8.80,$0.00,$0.00,3/28/2026,Goodwill Industries of San Francisco
61302910,3/19/2026,257847292,Dreams By Boris Vallejo Hardcover Book,Collectibles,1,$7.99,3/13/2026,3/19/2026,$34.82,399825171130	,$0.00,$0.00,$10.84,$8.00,$0.00,3/21/2026,Goodwill Industries of Southern Arizona
61302910,3/19/2026,258449343,Ornate Belt,Clothing > Women's Clothing > Accessories,1,$7.99,3/19/2026,3/19/2026,$34.82,399825171130	,$0.00,$0.00,$10.84,$8.00,$0.00,3/21/2026,Goodwill Industries of Southern Arizona
61302996,3/19/2026,258411586,Decorative Wooden Walking Stick,Miscellaneous,1,$12.00,3/19/2026,3/19/2026,$26.74,399824824311	,$0.00,$0.00,$10.74,$4.00,$0.00,3/21/2026,Goodwill Industries of Southern Arizona
61341613,3/21/2026,258913045,The Grave Girls Black Vintage Y2K Corduroy Faux Fur Goth Jacket Women's Size S,Clothing > Women's Clothing > Retro/Vintage,1,$14.99,3/21/2026,3/21/2026,$29.09,399882053797	,$0.00,$0.00,$14.10,$0.00,$0.00,3/23/2026,Goodwill Southern California
61366008,3/22/2026,258650763,Vintage 1981 TSR Dungeons & Dragons Basic Set Box w/ Module B2 & Dice,Toys/Dolls/Games > Toys > Vintage,1,$137.00,3/21/2026,3/22/2026,$151.38,889976117747	,$0.00,$0.00,$10.88,$3.50,$0.00,3/25/2026,Goodwill Columbus
61366022,3/22/2026,258569015,AVP THE HUNT BEGINS 2ND EDITION BOARD GAME MINIATURES COLLECTIBLE LOT,Toys/Dolls/Games > Games,1,$126.99,3/21/2026,3/22/2026,$145.13,513430808240	,$0.00,$0.00,$13.64,$4.50,$0.00,3/27/2026,Goodwill Industries of San Antonio
61366201,3/22/2026,258230332,Dragons and Beasties Inferno Dice Dragon Vinyl Figure Boxed,Collectibles > Figurines,1,$7.99,3/19/2026,3/25/2026,$21.87,870115327156	,$0.00,$0.00,$10.88,$3.00,$0.00,3/30/2026,Goodwill of Southeast Georgia
61417470,3/25/2026,258684166,Fantasy And Rpg Magazines 1990s Roleplaying Game Books,Books > Reference,1,$12.99,3/24/2026,3/25/2026,$28.52,9434636208303386256410	,$0.00,$0.00,$12.53,$3.00,$0.00,3/25/2026,Goodwill Industries of Central Texas
61417554,3/25/2026,258742705,Star Trek & Star Wars Lot of 4 Hallmark Ornament Phaser Remote Voyager Falcon,Collectibles,1,$13.00,3/23/2026,3/25/2026,$27.23,380101546802	,$0.00,$0.00,$10.88,$3.35,$0.00,3/31/2026,Goodwill Industries of Greater Cleveland & East Central Ohio
61417706,3/25/2026,258773371,Vintage Star Wars Escape From Death Star Board Game 1977,Toys/Dolls/Games > Games,1,$21.00,3/23/2026,3/25/2026,$33.87,399948219588	,$0.00,$0.00,$10.88,$1.99,$0.00,3/25/2026,"Goodwill Industries of KYOWVA Area, Inc."
61417730,3/25/2026,258657607,Arnold Lieb Vallejo Black Fur Collar Jacket 22 Inch Width,Clothing > Children's Clothing > Outerwear Girls' > Size L,1,$41.00,3/24/2026,3/25/2026,$53.41,889980686044	,$0.00,$0.00,$8.41,$4.00,$0.00,3/25/2026,Goodwill Industries of Lane & South Coast Counties
61417920,3/25/2026,258464156,"Lot of Assorted Trading Cards - Vtg Fantasy Art, Ken Kelly, Frank Frazetta, etc.",Collectibles > Sports Cards/Trading Cards,1,$9.99,3/20/2026,3/25/2026,$24.19,399946835680	,$0.00,$0.00,$10.20,$4.00,$0.00,3/25/2026,Goodwill Industries of Southern Arizona
61417946,3/25/2026,258412100,"5 RPG Books and Sets: Zweihander, Infinity, World of Warcraft, D&D, Warhammer",Toys/Dolls/Games > Games > Puzzles,1,$37.99,3/19/2026,3/25/2026,$50.60,870094438018	,$0.00,$0.00,$10.61,$2.00,$0.00,3/29/2026,Goodwill Industries of the Columbia Willamette
61417971,3/25/2026,258567385,Filson Dark Green Merino Wool Long Sleeve Shirt - XL,Clothing > Men's Clothing > Shirts,1,$23.00,3/24/2026,3/25/2026,$34.93,501450832426	,$0.00,$0.00,$8.93,$3.00,$0.00,3/27/2026,Goodwill Industries of the Inland Northwest
61418031,3/25/2026,258675628,Small Lot of Ken Kelly Fantasy Trading Cards,Collectibles > Sports Cards/Trading Cards,1,$9.99,3/24/2026,3/25/2026,$23.12,870251826408	,$0.00,$0.00,$10.88,$2.25,$0.00,4/2/2026,Richmond - Goodwill of Central & Coastal Virginia
61471476,3/27/2026,258972731,NIB Battlelore Second Edition Board Game By Fantasy Flight Games,Toys/Dolls/Games > Games,1,$68.50,3/25/2026,3/27/2026,$87.84,380058925786	,$0.00,$0.00,$19.34,$0.00,$0.00,3/30/2026,Goodwill of Greater Washington D.C. -VA
61471480,3/27/2026,258789153,Assorted Lot Of Dungeons & Dragons Memorabilia,Toys/Dolls/Games,1,$66.88,3/25/2026,3/27/2026,$91.71,870342320036	,$0.00,$0.00,$21.84,$2.99,$0.00,4/6/2026,Goodwill Industries of the Summit
61471553,3/27/2026,258792440,Dungeons & Dragons Themed Shoulder Bag with Skull Design,Travel/Luggage,1,$39.99,3/26/2026,3/27/2026,$40.00,92419931507372543475168900	,$0.00,$0.00,$0.01,$0.00,$0.00,4/1/2026,Goodwill of the Olympics and Rainier Region
61471589,3/27/2026,258953380,"Vintage Hasbro G.I Joe Raven S3P, Stellar Stiletto, Conquest X-30 Aircrafts",Toys/Dolls/Games > Toys > Vintage,1,$12.99,3/25/2026,3/27/2026,$59.12,380118593799	,$0.00,$0.00,$42.14,$3.99,$0.00,3/31/2026,Goodwill Monocacy Valley
61471617,3/27/2026,258943195,"Dungeons & Dragons Lot with Dice, Dice Tower, Books, Starter Kit & More",Toys/Dolls/Games > Games,1,$57.00,3/25/2026,3/27/2026,$76.47,380057283062	,$0.00,$0.00,$16.48,$2.99,$0.00,3/30/2026,Goodwill of Central & Southern Indiana
61492017,3/28/2026,259100279,6 Lbs. Of Loose Unsorted Mixed Gaming Dice,Toys/Dolls/Games > Games > Puzzles,1,$128.00,3/27/2026,3/28/2026,$140.61,870235841099	,$0.00,$0.00,$10.61,$2.00,$0.00,4/1/2026,Goodwill Industries of the Columbia Willamette
61492078,3/28/2026,258971580,Approx. 17'' Long Battlestar Galactica Moebius Plastic Model (B52A),Collectibles > Figurines,1,$61.00,3/27/2026,3/28/2026,$83.37,870214151357	,$0.00,$0.00,$20.12,$2.25,$0.00,4/1/2026,Hampton – Goodwill of Central & Coastal Virginia
61492131,3/28/2026,258867146,Vintage Dungeons & Dragons Monster Manual & Citadel Miniatures Catalog,Books > Antique/Collectible,1,$49.99,3/27/2026,3/28/2026,$50.00,520331463292	,$0.00,$0.00,$0.01,$0.00,$0.00,4/1/2026,Goodwill of the Olympics and Rainier Region
61508774,3/29/2026,259179696,DUNGEONS AND DRAGONS DRAGONLANCE WARRIORS OF KRYNN BOARD GAME & ESSENTIALS KIT,Toys/Dolls/Games,1,$52.51,3/28/2026,3/29/2026,$75.14,513430815826	,$0.00,$0.00,$18.63,$4.00,$0.00,4/2/2026,Goodwill Industries of San Antonio
61580293,4/1/2026,259325921,Lot Of 2 1980 Dungeons & Dragons Basic Set In Its Original Box ( Not Inventory ),Miscellaneous,1,$133.00,3/31/2026,4/1/2026,$148.24,380230225140	,$0.00,$0.00,$11.74,$3.50,$0.00,4/4/2026,Goodwill of Central & Northern Arizona
61598514,4/1/2026,259258728,John Carter of Mars RPG Core Rulebook and Campaign Guide Set,Gaming Systems & Games,1,$61.88,4/1/2026,4/2/2026,$61.89,520331495298	,$0.00,$0.00,$0.01,$0.00,$0.00,4/8/2026,Goodwill of the Olympics and Rainier Region
61611885,4/2/2026,259270760,Lot of 3 Dungeons and Dragons Endless Quest Books CYOA Cleric Fighter Rogue,Books > Collections/Sets,1,$41.00,3/31/2026,4/2/2026,$52.81,380214329520	,$0.00,$0.00,$11.81,$0.00,$0.00,4/3/2026,Goodwill of Northern New England
61611916,4/2/2026,259190801,Advanced Dungeons & Dragons Cardmaster Adventure Design Deck 1993 IOB,Toys/Dolls/Games > Games,1,$56.00,3/30/2026,4/2/2026,$70.78,870440405142	,$0.00,$0.00,$12.53,$2.25,$0.00,4/8/2026,Richmond - Goodwill of Central & Coastal Virginia
61625210,4/2/2026,259519587,"Dungeons & Dragons v3.5 Handbook, Dungeon Master's Guide & Monster Manual & More",Books > Reference,1,$130.00,4/2/2026,4/2/2026,$147.28,870387826478	,$0.00,$0.00,$14.28,$3.00,$0.00,4/7/2026,"Goodwill Industries of the Chesapeake, Inc."
61625263,4/2/2026,259519633,Dungeons & Dragons Book of Exalted Deeds,Toys/Dolls/Games > Games > Puzzles,1,$61.00,4/2/2026,4/2/2026,$74.49,380210060306	,$0.00,$0.00,$10.74,$2.75,$0.00,4/3/2026,Goodwill South Central California
61625775,4/3/2026,260225192,Unisex Darkrock Black With Graphics Goth/street/baggy Cargo Pants - Size L,Clothing > Men's Clothing > Pants,1,$19.99,4/3/2026,4/3/2026,$33.49,380245136490	,$0.00,$0.00,$10.00,$3.50,$0.00,4/6/2026,Goodwill Northern Michigan
61637885,4/3/2026,259505065,Punk Rave XL Black Sleeveless Vest with Buckles and Lace-Up Details,Clothing > Women's Clothing > Vests > Size XL,1,$29.98,4/3/2026,4/3/2026,$36.98,870347985031	,$0.00,$0.00,$5.00,$2.00,$0.00,4/6/2026,Goodwill of Central & Southern Indiana
61638693,4/3/2026,258592110,The Arkham Asylum Files: Panic In Gotham City Puzzle Game,Toys/Dolls/Games,1,$7.99,4/3/2026,4/3/2026,$25.92,380336099630	,$0.00,$0.00,$14.94,$2.99,$0.00,4/8/2026,Goodwill-Easter Seals MN
61642512,4/3/2026,259480438,"Tripp NYC Black Patent Pants with Zipper Details, Size 29/9",Clothing > Men's Clothing > Pants > Size 29,1,$42.00,4/3/2026,4/3/2026,$161.97,520331509004	,$0.00,$0.00,$0.04,$0.00,$0.00,4/9/2026,Goodwill of the Olympics and Rainier Region
61642512,4/3/2026,259627091,"Classiques Entier Women's Leather Jacket, Size M, Made in China",Clothing > Women's Clothing > Outerwear > Size M,1,$39.98,4/3/2026,4/3/2026,$161.97,520331509004	,$0.00,$0.00,$0.04,$0.00,$0.00,4/9/2026,Goodwill of the Olympics and Rainier Region
61642512,4/3/2026,259627127,"Tripp NYC Black Lace Hoodie with Zipper and Lace-Up Detail, Size 3",Clothing > Women's Clothing > Hoodies,1,$39.98,4/3/2026,4/3/2026,$161.97,520331509004	,$0.00,$0.00,$0.04,$0.00,$0.00,4/9/2026,Goodwill of the Olympics and Rainier Region
61642512,4/3/2026,259627553,AC/DC Stiff Upper Lip 2000/01 Tour Graphic T-Shirt - XS,Clothing > Men's Clothing > Shirts,1,$39.97,4/3/2026,4/3/2026,$161.97,520331509004	,$0.00,$0.00,$0.04,$0.00,$0.00,4/9/2026,Goodwill of the Olympics and Rainier Region
61647720,4/3/2026,259774612,"Harry Potter Collectible Set: Wands, Mug, Playing Cards, Pins",Collectibles > Figurines,1,$19.99,4/3/2026,4/3/2026,$33.95,870348066016	,$0.00,$0.00,$11.96,$2.00,$0.00,4/6/2026,Goodwill Industries of the Columbia Willamette
61647732,4/3/2026,259641827,Fantasy Rpg Gaming Accessory Dungeons & Dragons Mini Dice Cups Bundle,Collectibles,1,$142.22,4/3/2026,4/3/2026,$158.07,380335993114	,$0.00,$0.00,$12.85,$3.00,$0.00,4/8/2026,"Goodwill Industries of Greater Nebraska, Inc."
61647740,4/3/2026,259648357,Cyberpunk Tactical Helmet Futuristic Cosplay Mask With Led Lights Black,Clothing > Eyewear,1,$37.00,4/3/2026,4/3/2026,$49.79,380265408548	,$0.00,$0.00,$11.79,$1.00,$0.00,4/6/2026,Goodwill Industries of Greater New York and Northern New Jersey
61647748,4/3/2026,259797272,CEEHUTEEY Brown Sleeveless Double-Breasted Vest XS,Clothing > Children's Clothing > Outerwear Boys' > Size S,1,$14.99,4/3/2026,4/3/2026,$20.98,870405721822	,$0.00,$0.00,$5.99,$0.00,$0.00,4/7/2026,Goodwill Industries of the Columbia Willamette
61666658,4/5/2026,259880926,NWT Wmns 90s Vintage ADRIANNA PAPELL Purple Black Mesh Long Goth Formal Dress 12,Clothing > Women's Clothing > Retro/Vintage,1,$34.00,4/4/2026,4/5/2026,$34.01,870363069162	,$0.00,$0.00,$0.01,$0.00,$0.00,4/6/2026,"Goodwill Industries of South Central Wisconsin, Inc."
61666662,4/5/2026,259027171,Women's Migliorini Dark Brown Boots Size 8,Clothing > Women's Clothing > Shoes Women's,1,$7.99,4/4/2026,4/5/2026,$61.57,870479714925	,$0.00,$0.00,$22.59,$3.00,$0.00,4/9/2026,Goodwill Industries of the Southern Piedmont
61666662,4/5/2026,259845222,Lot of 3 Harry Potter Wands,Collectibles,1,$27.99,4/3/2026,4/5/2026,$61.57,870479714925	,$0.00,$0.00,$22.59,$3.00,$0.00,4/9/2026,Goodwill Industries of the Southern Piedmont
61666667,4/5/2026,259638707,Harry Potter Collector's Lot: 4 Wands & DVD Set (As Is Pre-Owned),Toys/Dolls/Games,1,$21.99,4/3/2026,4/5/2026,$38.76,380335263914	,$0.00,$0.00,$14.77,$2.00,$0.00,4/8/2026,Goodwill of North Georgia
61681894,4/5/2026,259852259,Lucyfire Women's Goth Aesthetic Punk A-Line Lace Gothic Noir Black 2XL Skirt,Clothing > Women's Clothing > Skirts > Size 2X,1,$26.00,4/4/2026,4/5/2026,$31.99,496194838352	,$0.00,$0.00,$5.99,$0.00,$0.00,4/7/2026,Goodwill Industries of the Columbia Willamette
61681945,4/5/2026,259848043,HARRY POTTER COLLECTIBLE WIZARDING WORLD REPLICA WANDS BOXED,Collectibles > Hollywood Memorabilia,1,$27.00,4/4/2026,4/5/2026,$43.95,513430822622	,$0.00,$0.00,$12.95,$4.00,$0.00,4/8/2026,Goodwill Industries of San Antonio
61682013,4/5/2026,259967283,Odds 'N Evens Women's Vintage Y2K Goth Low Rise Gothic Skull Black Large Skirt,Clothing > Women's Clothing > Skirts > Size L,1,$19.99,4/5/2026,4/5/2026,$25.98,496194837963	,$0.00,$0.00,$5.99,$0.00,$0.00,4/7/2026,Goodwill Industries of the Columbia Willamette
61682033,4/5/2026,259989690,Eileen Fisher Women's Corporate Goth Aesthetic Minimalist Black Small Skirt,Clothing > Women's Clothing > Skirts > Size S,1,$19.99,4/5/2026,4/5/2026,$25.98,496194838205	,$0.00,$0.00,$5.99,$0.00,$0.00,4/7/2026,Goodwill Industries of the Columbia Willamette
61682688,4/5/2026,259953963,Demonia Riot 14 Black Leather Goth Combat Boots Men's Size 12,Clothing > Men's Clothing > Shoes Men's > Size 12,1,$51.00,4/5/2026,4/5/2026,$74.80,870447707755	,$0.00,$0.00,$21.80,$2.00,$0.00,4/8/2026,Goodwill of Central & Southern Indiana
61682768,4/5/2026,259989205,Tabletop RPG Book Lot Alien Battletech Starfinder Cortex Game Handbook,Books,1,$90.88,4/5/2026,4/5/2026,$107.23,870448973920	,$0.00,$0.00,$12.86,$3.49,$0.00,4/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
61682786,4/5/2026,259977700,Unique & Rhinestone Stone Seed Bead & Steam Punk Costume Jewelry Lot,Jewelry & Gemstones > Jewelry Sets,1,$14.99,4/5/2026,4/5/2026,$18.99,380395013953	,$0.00,$0.00,$0.01,$3.99,$0.00,4/10/2026,Goodwill of Southwestern Pennsylvania
61682924,4/5/2026,260265282,Tripp NYC Black Faux Leather Jacket - Size L,Clothing > Women's Clothing > Outerwear > Size L,1,$44.97,4/5/2026,4/5/2026,$44.98,520331506483	,$0.00,$0.00,$0.01,$0.00,$0.00,4/9/2026,Goodwill of the Olympics and Rainier Region
61684014,4/6/2026,259926909,Wms Vintage 90 Y2K Magenta Crushed Velvet Floral LS Dress Steve Madden Size Med,Clothing > Women's Clothing > Dresses,1,$19.99,4/6/2026,4/6/2026,$33.73,9434636106616274394198	,$0.00,$0.00,$10.74,$3.00,$0.00,4/7/2026,Goodwill of Greater Milwaukee and Chicago
61684067,4/6/2026,260433994,Vtg Y2K City Triangles Babydoll Dress Size M Black Asymmetric Embellished Retro,Clothing > Women's Clothing > Dresses,1,$9.99,4/6/2026,4/6/2026,$19.72,380251939029	,$0.00,$0.00,$9.73,$0.00,$0.00,4/6/2026,MERS/Missouri Goodwill Industries
61705937,4/6/2026,259858667,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$59.00,4/6/2026,4/6/2026,$194.09,380406084133	,$0.00,$0.00,$16.01,$10.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705937,4/6/2026,259865402,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$23.10,4/6/2026,4/6/2026,$194.09,380406084133	,$0.00,$0.00,$16.01,$10.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705937,4/6/2026,259865700,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$27.99,4/6/2026,4/6/2026,$194.09,380406084133	,$0.00,$0.00,$16.01,$10.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705937,4/6/2026,259866776,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$29.00,4/6/2026,4/6/2026,$194.09,380406084133	,$0.00,$0.00,$16.01,$10.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705937,4/6/2026,259867876,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$28.99,4/6/2026,4/6/2026,$194.09,380406084133	,$0.00,$0.00,$16.01,$10.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705986,4/6/2026,259866996,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$33.00,4/6/2026,4/6/2026,$151.03,380405570649	,$0.00,$0.00,$14.81,$8.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
61705986,4/6/2026,259867327,Collection of Vintage Sourcebooks for the Shadowrun RPG,Books,1,$33.00,4/6/2026,4/6/2026,$151.03,380405570649	,$0.00,$0.00,$14.81,$8.00,$0.00,4/10/2026,Goodwill Industries of New Mexico
